area_type,location,size,total_sqft,bath,balcony,price
0,Thubarahalli,3,1626,2.0,2.0,120.0
0,Banashankari Stage V,2,1035,2.0,2.0,35.77
1,Shanthi Layout,3,1272,4.0,0.0,75.0
2,Jeevan bima nagar,2,965,2.0,1.0,45.0
1,Esther Enclave Layout,5,1600,5.0,2.0,140.0
0,Kothannur,2,1070,2.0,1.0,42.79
2,Raja Rajeshwari Nagar,3,1570,2.0,2.0,65.0
0,Keerthi Layout,2,780,2.0,2.0,25.0
0,Ganga Nagar Extension,3,1000,2.0,1.0,65.0
1,9th Phase JP Nagar,4,1200,3.0,2.0,188.0
2,Tindlu,7,7500,7.0,2.0,400.0
2,5th Phase JP Nagar,3,1700,2.0,3.0,100.0
2,Kereguddadahalli,2,904,2.0,1.0,30.0
0,Shikaripalya,2,1121,2.0,1.0,43.72
0,7th Phase JP Nagar,3,1385,2.0,2.0,58.17
0,Sahakara Nagar,2,1270,2.0,1.0,69.85
0,Kanakpura Road,3,1450,3.0,3.0,56.0
1,Huttanahalli,3,2400,4.0,2.0,325.0
0,Mahadevpura,1,730,1.0,1.0,35.0
0,Raja Rajeshwari Nagar,3,1580,3.0,3.0,53.56
0,Thanisandra,2,1111,2.0,1.0,50.0
1,Kengeri,4,1125,2.0,1.0,88.0
0,Varthur,2,977,2.0,2.0,36.0
0,Gunjur Palya,2,674,1.0,1.0,19.9
1,Nagarbhavi,3,600,3.0,1.0,83.0
1,Sarjapur,4,2540,4.0,1.0,115.0
0,Jakkur,2,1290,2.0,1.0,100.0
1,Kumaraswami Layout,3,600,3.0,1.0,98.0
0,Abbigere,2,795,2.0,1.0,32.54
0,Kanakpura Road,2,700,1.0,1.0,35.0
2,Ambedkar Colony,2,1463,1.0,1.0,142.0
2,Vijayanagar,3,1000,3.0,0.0,140.0
0,Reliable Woods Layout,3,1306,2.0,2.0,58.0
0,4th T block Jayanagar,3,2401,3.0,2.0,185.0
1,Bommenahalli,4,1670,3.0,0.0,135.0
2,Jayanagar,3,1875,2.0,3.0,235.0
1,Marsur,3,1200,3.0,1.0,90.0
0,Dodda Nekkundi,3,1804,3.0,2.0,121.0
0,1st Phase JP Nagar,3,2065,4.0,1.0,210.0
0,Hoskote,3,1225,3.0,1.0,40.0
0,Bellandur,2,900,2.0,2.0,56.0
0,Binny Pete,2,1350,2.0,1.0,91.0
0,Kaggalipura,1,700,1.0,0.0,36.0
0,Poorna Pragna Layout,2,1160,2.0,1.0,46.39
3,LB Shastri Nagar,2,1043,2.0,2.0,55.0
1,Hoskote,4,1200,4.0,1.0,120.0
0,Hebbal,2,1040,2.0,2.0,46.0
0,Tindlu,3,1357,2.0,2.0,65.0
1,Nayandanahalli,7,1600,7.0,1.0,104.0
0,Vibhutipura Extension,2,1225,2.0,2.0,47.0
1,Sunkadakatte,9,1500,6.0,1.0,80.0
0,Yelachenahalli,2,1130,2.0,2.0,40.0
2,Basavangudi,4,2500,4.0,1.0,150.0
3,Sultan Palaya,3,1700,3.0,3.0,120.0
0,Doddathoguru,3,1549,3.0,2.0,65.0
0,Yeshwanthpur,2,1400,2.0,2.0,100.0
0,Dodda Nekkundi,2,1080,2.0,2.0,50.0
2,Ulsoor,2,1180,2.0,2.0,100.0
1,Chandra Layout,7,780,7.0,3.0,150.0
0,Domlur,3,1800,3.0,2.0,150.0
0,Haralur Road,2,1225,2.0,1.0,67.38
2,Chandra Layout,1,890,1.0,1.0,75.0
0,Abbigere,2,1005,2.0,1.0,39.59
0,Whitefield,2,1320,2.0,1.0,95.0
2,Anandapura,4,1475,2.0,1.0,50.0
0,Hagadur,2,1110,2.0,2.0,51.0
1,Popular Colony,2,1300,2.0,0.0,54.0
1,Vajarahalli,5,600,3.0,1.0,86.0
0,Electronic City,2,1128,2.0,1.0,65.35
1,8th block Koramangala,3,2400,3.0,2.0,290.0
0,Banashankari,3,2600,4.0,1.0,135.0
0,Sarakki Nagar,3,2500,4.0,2.0,325.0
2,Sanjay nagar,2,630,1.0,1.0,35.0
0,Hosa Road,2,1243,2.0,2.0,48.5
2,Soundarya Layout,2,960,2.0,2.0,32.0
0,"Banashankari 6th Stage ,Subramanyapura",3,1690,3.0,2.0,100.0
2,Whitefield,2,735,2.0,1.0,35.0
0,Banaswadi,2,1365,2.0,2.0,73.0
0,Rajaji Nagar,5,2849,5.0,0.0,300.0
0,Hebbal,2,1420,2.0,1.0,99.39
0,Somasundara Palya,3,1570,3.0,3.0,68.0
0,Bisuvanahalli,2,850,1.0,1.0,32.0
0,7th Phase JP Nagar,3,1575,2.0,2.0,110.0
0,Thigalarapalya,2,1418,2.0,2.0,104.0
0,Uttarahalli,2,1050,2.0,1.0,42.0
0,Hennur Road,2,1065,2.0,1.0,42.6
2,Ulsoor,3,1340,3.0,0.0,90.0
0,Yelahanka New Town,3,1610,3.0,2.0,92.0
2,Electronic City Phase II,2,1160,2.0,1.0,33.5
0,Kudlu,2,1092,2.0,2.0,44.0
0,Parappana Agrahara,2,1194,2.0,2.0,47.0
0,Yelahanka,3,1455,3.0,1.0,61.5
0,Abbigere,1,734,1.0,0.0,19.82
2,Samethanahalli,2,799,2.0,1.0,38.0
2,Whitefield,3,1896,3.0,1.0,75.0
0,Ardendale,2,1100,2.0,1.0,48.0
2,Bellandur,2,1350,2.0,1.0,79.0
0,Amarjyothi Colony,3,1355,3.0,1.0,61.0
0,Electronic City,2,1128,2.0,1.0,65.0
1,Pattanagere,2,1350,2.0,0.0,90.0
0,Cunningham Road,3,3875,3.0,2.0,864.0
0,Kasavanhalli,3,1493,3.0,2.0,82.0
0,8th Phase JP Nagar,2,1098,2.0,1.0,43.91
0,Banashankari,3,1900,2.0,1.0,170.0
0,Dollars Layout,3,1460,3.0,2.0,88.0
0,Frazer Town,3,2350,4.0,3.0,285.0
1,Horamavu Banaswadi,5,1600,5.0,3.0,140.0
0,Varthur,2,1091,2.0,1.0,32.0
0,Yelahanka,2,1180,2.0,3.0,42.0
0,Kanakpura Road,2,1366,3.0,1.0,76.85
0,RMV Extension,3,1685,3.0,2.0,95.0
2,Koramangala,2,1260,2.0,3.0,100.0
1,Whitefield,3,3010,3.0,2.0,200.0
1,Ramamurthy Nagar,3,1330,4.0,1.0,140.0
1,Mallasandra,2,1200,2.0,0.0,130.0
0,Whitefield,2,1346,2.0,1.0,96.17
0,Chandapura,1,630,1.0,0.0,13.86
0,7th Phase JP Nagar,3,1850,3.0,2.0,140.0
1,Frazer Town,5,2350,2.0,0.0,423.0
0,Electronic City,2,755,1.0,1.0,34.0
1,Basaveshwara Nagar Yelahanka,5,800,5.0,2.0,98.0
0,Parappana Agrahara,2,1194,2.0,2.0,46.0
0,Hebbal,4,4235,4.0,2.0,365.0
1,Kurubarahalli,1,800,1.0,0.0,52.0
0,Rachenahalli,3,2250,3.0,1.0,195.0
0,Vijayanagar,2,1352,2.0,2.0,68.0
0,Thanisandra,3,2002,3.0,2.0,112.0
1,Bileshivale,4,4000,5.0,1.0,280.0
2,Kaval Byrasandra,2,1060,2.0,2.0,45.0
0,Raja Rajeshwari Nagar,2,1196,2.0,2.0,51.15
2,Electronic City,3,1220,2.0,2.0,35.24
0,Electronics City Phase 1,3,1595,3.0,2.0,75.0
0,Banashankari,2,1260,2.0,3.0,75.0
0,Hebbal,2,1100,2.0,2.0,47.0
0,Frazer Town,2,1550,2.0,2.0,140.0
0,ISRO Layout,2,1180,2.0,3.0,52.0
1,Electronic City,4,4000,5.0,1.0,150.0
2,Akshaya Nagar,3,1662,3.0,2.0,85.0
0,Hennur,2,1285,2.0,1.0,60.0
1,Akshaya Nagar,4,1080,4.0,1.0,75.0
0,Ambedkar Nagar,3,1862,3.0,2.0,119.0
0,Raja Rajeshwari Nagar,2,1419,2.0,2.0,48.0
2,Whitefield,3,1410,3.0,2.0,43.71
0,Raja Rajeshwari Nagar,3,1560,2.0,2.0,62.4
1,Chikkabettahalli,5,1100,4.0,3.0,150.0
0,Thanisandra,3,1634,3.0,3.0,78.0
1,Ambedkar Nagar,5,5530,5.0,3.0,627.0
2,Whitefield,3,1150,2.0,3.0,44.0
0,Yelahanka,3,1616,3.0,1.0,65.0
0,Nagavarapalya,2,1392,2.0,1.0,99.0
0,Jakkur,3,1798,3.0,1.0,120.0
0,Babusapalaya,3,1675,3.0,3.0,75.0
1,Bhuvaneswari Nagar,2,792,2.0,1.0,70.0
0,Varanasi,5,2000,4.0,1.0,103.0
2,Hongasandra,7,600,7.0,3.0,89.0
0,Hebbal,3,1700,3.0,2.0,124.0
0,Hulimavu,2,1248,2.0,1.0,69.0
2,Kalkere,2,1147,2.0,1.0,54.0
0,Sultan Palaya,2,1100,2.0,2.0,40.0
0,Vijayanagar,3,1527,3.0,2.0,115.0
1,Shantiniketan Layout,5,2400,5.0,2.0,235.0
0,Kanakpura Road,1,525,1.0,1.0,25.0
0,Kaggadasapura,2,1100,2.0,3.0,58.0
0,Seegehalli,2,1118,2.0,2.0,37.5
0,Kanakapura,3,1476,3.0,1.0,75.0
2,Gopal Reddy Layout,3,2100,3.0,1.0,75.0
0,Roopena Agrahara,3,1215,2.0,2.0,46.5
0,Ambalipura,2,1332,2.0,1.0,79.0
0,Hennur Road,2,1350,2.0,3.0,49.0
1,Kothannur,4,600,4.0,1.0,81.0
0,Haralur Road,2,1243,2.0,2.0,46.0
0,NGR Layout,2,1105,2.0,2.0,49.73
1,Padmanabhanagar,3,1500,2.0,1.0,200.0
0,Kasavanhalli,2,1200,2.0,2.0,50.0
0,Ramagondanahalli,2,1251,2.0,1.0,47.4
0,Kambipura,2,883,2.0,1.0,45.0
0,Pai Layout,3,1400,2.0,3.0,67.0
0,Rajaji Nagar,3,1800,3.0,3.0,260.0
0,Hegde Nagar,3,1703,3.0,2.0,113.0
0,NRI Layout,5,2500,5.0,3.0,130.0
0,Jigani,2,933,2.0,2.0,43.0
0,Brookefield,2,1262,2.0,1.0,75.0
0,Yelahanka,2,915,2.0,2.0,48.0
0,Panathur,3,1370,2.0,2.0,61.5
0,Malleshpalya,2,1210,2.0,3.0,55.0
0,Kodihalli,3,2392,4.0,2.0,260.0
1,T c palya,3,1500,2.0,0.0,85.0
0,Govindraja Nagar,2,1065,2.0,3.0,50.0
0,Rajaji Nagar,4,3100,4.0,2.0,570.0
0,Ramamurthy Nagar,3,1515,3.0,3.0,65.0
0,Thanisandra,3,1445,2.0,3.0,40.31
0,Uttarahalli,3,1300,2.0,1.0,55.0
2,Vijayanagar,2,989,2.0,0.0,60.0
0,Jakkur,2,1300,2.0,1.0,85.0
0,Chandapura,3,1185,2.0,2.0,30.22
1,Battarahalli,5,1350,3.0,1.0,110.0
0,Marathahalli,2,1045,2.0,3.0,60.0
0,Virat Nagar,2,1205,2.0,2.0,42.18
0,Chennammanakere Achukattu,2,1260,2.0,1.0,75.0
1,Devanahalli Road,5,1320,5.0,2.0,199.0
0,Ulsoor,3,1500,2.0,2.0,125.0
0,Bommanahalli,3,1250,2.0,2.0,42.5
2,"Maragondana Halli, kr puram, old madras road",2,1199,2.0,2.0,50.0
0,Hennur Road,2,1385,2.0,1.0,83.09
1,Dhanalakshmi Layout,6,1222,5.0,3.0,250.0
0,Lakshminarayana Pura,2,1149,2.0,1.0,75.0
0,Sarjapur  Road,3,2180,3.0,2.0,170.0
1,TC Palaya,8,1200,7.0,1.0,110.0
1,Thurahalli,5,1200,5.0,0.0,195.0
0,Hulimavu,3,1818,3.0,1.0,135.0
0,Volagerekallahalli,2,1070,2.0,2.0,33.0
0,Rajaji Nagar,3,1640,3.0,2.0,241.0
2,Nagarbhavi,3,1350,2.0,2.0,54.6
2,Chandapura,2,630,1.0,1.0,27.0
0,Hoodi,2,1430,2.0,2.0,113.0
0,Nagavara,3,2430,4.0,3.0,180.0
1,Nobo Nagar,6,1500,7.0,3.0,220.0
0,Sarjapur  Road,2,1084,2.0,3.0,55.0
0,Hennur Road,3,1186,2.0,1.0,56.0
2,Kengeri,2,1255,2.0,2.0,50.0
0,Haralur Road,4,3400,5.0,3.0,240.0
0,Hosa Road,3,1541,3.0,1.0,69.84
0,Iblur Village,4,3596,5.0,1.0,282.0
0,Raja Rajeshwari Nagar,2,1295,2.0,2.0,70.0
1,Kasavanhalli,3,1000,4.0,3.0,110.0
0,7th Phase JP Nagar,3,1370,2.0,2.0,54.79
0,Electronic City,2,1100,2.0,1.0,40.0
0,Hebbal,4,4772,6.0,2.0,510.0
0,Rajaji Nagar,2,1370,2.0,1.0,170.0
0,7th Phase JP Nagar,3,1370,2.0,1.0,54.79
0,JP Nagar,2,1200,2.0,2.0,62.0
1,Gunjur,4,2000,3.0,0.0,95.0
1,2nd Stage Nagarbhavi,5,1200,4.0,3.0,240.0
1,Kengeri,4,2400,5.0,2.0,253.0
0,Sarjapur  Road,3,1220,3.0,2.0,62.0
2,Kanakapura Road,3,1950,3.0,2.0,130.0
0,Somasundara Palya,2,1178,2.0,3.0,73.0
0,Dasanapura,3,1286,3.0,2.0,61.44
0,Begur Road,2,1160,2.0,2.0,42.0
0,Jigani,2,918,2.0,2.0,55.0
0,Electronic City,3,1563,3.0,2.0,91.84
0,Govindpura,2,1326,2.0,1.0,62.17
0,3rd Block Jayanagar,3,1350,2.0,2.0,140.0
0,Hebbal,4,3960,5.0,3.0,386.0
0,Begur Road,2,1240,2.0,2.0,39.06
0,Kaggadasapura,2,1325,2.0,2.0,50.0
0,Sonnenahalli,2,1100,2.0,1.0,44.0
0,Cunningham Road,3,3875,3.0,2.0,800.0
0,Gollarapalya Hosahalli,3,1605,3.0,2.0,50.0
0,Hennur Road,5,5600,5.0,3.0,515.0
0,Somasundara Palya,2,1260,2.0,1.0,60.0
0,Hoodi,3,1553,3.0,2.0,83.09
0,Whitefield,2,1280,2.0,2.0,52.0
0,Hebbal,3,1550,2.0,2.0,75.0
0,Arekere,3,1445,2.0,2.0,125.0
0,Murugeshpalya,3,1550,3.0,2.0,74.0
0,Electronics City Phase 1,3,1515,2.0,1.0,80.91
0,Hosa Road,3,1332,2.0,1.0,86.12
0,Electronic City,3,1652,3.0,2.0,70.0
0,Hegde Nagar,3,1570,3.0,1.0,105.0
1,Sarjapur  Road,4,5400,4.0,3.0,725.0
0,Sector 2 HSR Layout,1,794,1.0,1.0,60.0
1,Seegehalli,3,1200,2.0,0.0,62.0
2,7th Phase JP Nagar,4,3600,3.0,2.0,410.0
1,Hosakerehalli,3,1200,3.0,2.0,175.0
0,JP Nagar,4,1650,3.0,1.0,220.0
1,Chandra Layout,4,600,2.0,1.0,85.0
0,HRBR Layout,3,2800,3.0,2.0,250.0
0,Sarjapur  Road,3,1750,3.0,2.0,110.0
2,Hebbal,2,1053,2.0,1.0,48.0
0,Kanakpura Road,3,1100,3.0,2.0,53.0
0,Kadubeesanahalli,3,1665,3.0,3.0,70.0
1,Outer Ring Road East,4,4051,4.0,3.0,345.0
1,Malleshwaram,4,5500,5.0,1.0,1500.0
2,Bommasandra,3,1447,3.0,2.0,80.0
2,Balagere,2,1012,2.0,1.0,75.0
0,Malleshpalya,3,1900,3.0,2.0,60.0
0,Narayanapura,2,1308,2.0,2.0,92.66
0,Hormavu,1,1351,2.0,1.0,53.0
0,Electronic City,2,1000,2.0,2.0,22.0
1,J P Nagar 7th Phase Ramayya City,4,1200,4.0,2.0,350.0
0,Gunjur,2,1140,2.0,2.0,49.11
2,Uttarahalli,3,1250,2.0,1.0,55.0
0,Kanakapura,3,1290,3.0,3.0,45.15
0,Ambedkar Nagar,2,1424,2.0,2.0,90.0
0,Garudachar Palya,3,1320,2.0,2.0,60.6
2,Akshaya Nagar,3,1662,3.0,2.0,85.5
0,Shanthala Nagar,5,8321,5.0,3.0,2700.0
0,Begur Road,2,1200,2.0,2.0,45.0
0,Garudachar Palya,3,1295,2.0,2.0,59.5
0,Battarahalli,3,1777,3.0,2.0,100.0
0,Anandapura,3,1576,3.0,2.0,59.1
0,Sompura,2,1020,2.0,3.0,41.0
0,Green Domain Layout,3,2100,3.0,3.0,170.0
0,Raja Rajeshwari Nagar,1,648,1.0,1.0,31.75
0,Neeladri Nagar,3,1167,2.0,1.0,38.0
1,Vyalikaval,7,1000,7.0,3.0,160.0
0,Hoodi,2,1220,2.0,2.0,50.89
0,Kogilu,3,2350,5.0,1.0,327.0
0,Vittasandra,2,1259,2.0,1.0,67.4
2,Gottigere,4,2000,4.0,2.0,82.0
0,8th Phase JP Nagar,3,1800,3.0,1.0,80.0
2,Cleveland Town,3,1991,3.0,2.0,160.0
0,Bannerghatta,3,1665,3.0,3.0,110.0
2,"Hoodi Circle, ",2,1234,2.0,1.0,61.0
0,Mysore Road,3,1340,2.0,2.0,64.31
0,Banashankari,2,1170,2.0,2.0,46.79
2,Electronics City Phase 1,2,995,2.0,0.0,46.0
0,Old Airport Road,2,1075,2.0,2.0,60.0
0,Electronic City,2,1025,2.0,1.0,54.5
0,Rachenahalli,3,2721,3.0,2.0,113.0
0,Thanisandra,3,2000,3.0,2.0,99.0
0,Whitefield,4,2500,4.0,3.0,155.0
0,Mallasandra,2,1325,2.0,2.0,70.0
0,Kadugodi,2,1314,2.0,3.0,68.2
0,Kanakpura Road,3,2265,3.0,2.0,136.0
2,7th Phase JP Nagar,7,4800,7.0,0.0,170.0
0,Yelahanka,2,1026,2.0,1.0,41.0
2,Syndicate Bank Colony,3,1200,3.0,2.0,66.0
2,Kada Agrahara,3,2220,4.0,2.0,65.0
0,Hebbal,2,1420,2.0,1.0,99.39
0,Sarjapur  Road,3,1888,4.0,1.0,95.0
0,JP Nagar,2,1300,2.0,1.0,90.87
0,Rajaji Nagar,2,1216,2.0,0.0,97.16
1,"Off Sarjapur road, ",4,3000,4.0,3.0,342.0
2,Begur,3,1559,3.0,2.0,63.0
0,Harlur,2,1290,2.0,1.0,87.0
2,Whitefield,1,905,1.0,1.0,55.0
0,Sarjapura - Attibele Road,2,829,2.0,1.0,22.8
2,Koramangala,2,1900,2.0,1.0,200.0
2,Sarjapur  Road,3,1300,3.0,2.0,60.0
0,Channasandra,2,1115,2.0,1.0,33.45
0,Rajaji Nagar,3,2409,3.0,2.0,360.0
0,Ambedkar Nagar,3,2150,4.0,2.0,125.0
0,Marathahalli,3,1305,2.0,1.0,69.0
0,Kanakpura Road,2,1252,2.0,1.0,56.32
1,Whitefield,2,1200,2.0,1.0,46.13
2,Koramangala,3,1750,3.0,1.0,130.0
0,Electronic City Phase II,2,545,1.0,1.0,35.0
1,BEL Layout,2,1375,2.0,1.0,105.0
0,Subramanyapura,2,1313,2.0,2.0,66.5
1,Attibele,4,3640,4.0,1.0,275.0
0,Akshayanagara East,3,1693,3.0,2.0,108.0
0,JCR Layout,2,1160,2.0,1.0,41.75
1,Sri Kanteshwara Nagar,3,1200,3.0,0.0,200.0
0,Subramanyapura,3,1255,2.0,2.0,79.0
1,KR Puram,4,1000,4.0,1.0,75.0
2,Bellari Road,2,900,2.0,1.0,45.0
0,Yelahanka New Town,3,1700,3.0,2.0,90.0
3,Indira Nagar,3,1875,3.0,1.0,180.0
3,Uttarahalli,3,1700,3.0,2.0,88.0
0,Harlur,3,1749,3.0,2.0,115.0
1,Dasanapura,2,1500,3.0,1.0,65.0
0,Varanasi,2,1175,2.0,1.0,48.0
2,Akshaya Nagar,2,1280,2.0,1.0,60.0
2,Abbaiah Reddy Layout,2,1200,2.0,2.0,50.0
0,Ramagondanahalli,3,1610,2.0,2.0,115.0
0,Electronic City,2,1070,2.0,1.0,46.0
1,TC Palaya,2,1200,2.0,0.0,66.0
0,9th Phase JP Nagar,2,1127,2.0,1.0,50.0
2,Indira Nagar,2,1210,2.0,1.0,102.0
2,Jyothi Nagar,2,600,2.0,1.0,23.0
0,Thigalarapalya,4,4190,4.0,3.0,380.0
0,Tata Nagar,2,1364,2.0,2.0,70.0
0,Whitefield,4,2268,3.0,0.0,146.0
0,RK Layout 2nd Stage,3,1150,2.0,2.0,77.5
0,Tirumanahalli,2,1146,2.0,1.0,39.5
2,Magadi Road,2,1345,2.0,2.0,55.0
0,Mylasandra,2,1110,2.0,2.0,41.0
2,Kengeri,2,750,2.0,1.0,36.0
2,Motappa Layout,2,1156,2.0,2.0,49.5
0,Pattandur Agrahara,2,1247,2.0,1.0,59.8
0,Mangammanapalya,2,1058,2.0,2.0,60.0
0,Kaggalipura,2,950,2.0,1.0,48.0
0,Vasanthapura,2,420,2.0,0.0,35.0
1,BTM 1st Stage,4,600,2.0,2.0,90.0
0,Vijayanagar,3,1520,2.0,1.0,103.0
0,Marathahalli,2,1215,2.0,2.0,58.86
2,Raghuvanahalli,1,900,1.0,1.0,30.0
0,Hennur Road,3,2350,3.0,2.0,174.0
0,Thanisandra,2,1050,2.0,2.0,46.0
0, Devarabeesana Halli,3,1672,3.0,2.0,150.0
1,Laggere,5,2800,5.0,2.0,125.0
0,MCECHS  layout,3,1500,2.0,2.0,65.0
0,Geddalahalli,2,1400,2.0,2.0,65.0
2,8th Phase JP Nagar,4,2700,4.0,2.0,130.0
0,Bommasandra,2,920,2.0,1.0,37.46
1,Sarjapur  Road,3,1200,3.0,2.0,70.0
2,Brindavan Nagar,3,1250,3.0,2.0,139.0
0,HSR Layout,2,1140,2.0,2.0,46.0
2,Yelahanka,4,4346,4.0,1.0,450.0
0,Haralur Road,2,1464,2.0,2.0,56.0
0,Ambedkar Colony,2,1468,3.0,2.0,130.0
0,Electronics City Phase 1,3,1555,2.0,1.0,82.0
1,Munnekollal,6,1200,4.0,2.0,110.0
2,Whitefield,2,1150,2.0,0.0,55.0
0,Kadubeesanahalli,2,970,2.0,1.0,35.0
0,Banashankari,4,2500,4.0,3.0,95.0
0,Seetharampalya,2,1166,2.0,1.0,53.0
1,Konanakunte,3,2779,3.0,1.0,317.0
0,Electronic City,3,1350,3.0,2.0,58.0
2,Mariyannapalya,2,900,2.0,3.0,46.0
0,7th Phase JP Nagar,3,1300,2.0,2.0,52.0
2,Kanaka Nagar,3,1190,3.0,1.0,55.0
0,Kodichikkanahalli,3,1495,2.0,2.0,75.0
2,Indira Nagar,2,1224,2.0,2.0,105.0
0,Banashankari Stage III,3,1350,2.0,2.0,68.0
2,Green Glen Layout,2,940,2.0,1.0,56.8
0,Raja Rajeshwari Nagar,2,1100,2.0,1.0,55.0
0,Kaikondrahalli,2,1300,2.0,2.0,61.0
2,Palace Road,3,1480,2.0,0.0,145.0
0,Hoodi,2,1105,2.0,2.0,46.37
1,Sarjapur  Road,3,2600,3.0,2.0,200.0
0,Yelahanka,3,1517,3.0,2.0,76.3
2,Horamavu Banaswadi,6,3800,8.0,0.0,200.0
0,Jalahalli,3,1615,3.0,2.0,89.75
0,MCECHS  layout,3,1500,3.0,2.0,65.0
0,Mysore Road,3,1082,3.0,1.0,50.5
0,Marathahalli,2,1365,2.0,2.0,73.0
0,Electronic City,2,1000,2.0,3.0,25.0
0,CV Raman Nagar,2,1392,2.0,1.0,98.0
0,Kodigehalli,2,1086,2.0,1.0,33.66
0,Hennur Road,3,1586,3.0,3.0,93.94
2,Hennur,2,1100,2.0,1.0,60.0
0,Electronic City Phase II,2,1065,2.0,1.0,30.75
1,TC Palaya,3,1500,2.0,1.0,120.0
2,7th Phase JP Nagar,3,1575,2.0,2.0,120.0
0,Hennur Road,3,1975,3.0,3.0,123.0
0,Nelamangala,2,820,2.0,2.0,24.0
0,Gubbalala,3,1745,3.0,2.0,110.0
0,Nagarbhavi,2,1223,2.0,1.0,60.0
0,Ananth Nagar,3,1200,2.0,1.0,65.0
0,Basaveshwara Nagar,2,1200,2.0,0.0,90.0
0,Binny Pete,1,665,1.0,1.0,46.08
0,Bharathi Nagar,2,1351,2.0,2.0,70.0
0,Hebbal,3,1355,3.0,1.0,83.87
2,Sector 7 HSR Layout,3,3900,3.0,2.0,300.0
0,Thanisandra,3,1588,3.0,1.0,75.55
3,Amruthahalli,2,900,2.0,1.0,60.0
1,Bhuvaneshwari Nagar,3,440,3.0,0.0,50.0
0,Panathur,3,1370,2.0,2.0,75.0
1,Whitefield,3,1500,3.0,1.0,71.8
0,Kanakpura Road,3,1100,3.0,2.0,53.0
2,Hoodi,2,1247,2.0,0.0,53.0
0,Domlur Layout,3,2000,3.0,2.0,200.0
0,Gunjur Palya,3,1033,2.0,2.0,32.0
2,B Narayanapura,3,1460,2.0,3.0,73.0
0,Garudachar Palya,2,1150,2.0,2.0,52.8
0,Babusapalaya,2,1141,2.0,1.0,46.0
1,Doddaballapur,4,4200,4.0,3.0,325.0
0,Hosa Road,3,1665,2.0,3.0,125.0
0,Kanakapura,2,1295,2.0,2.0,64.0
0,Haralur Road,2,1230,2.0,1.0,78.0
0,Anand Nagar,3,1080,2.0,2.0,75.0
0,Kaggalipura,2,1000,2.0,1.0,60.0
0,Kaval Byrasandra,3,2400,2.0,0.0,50.0
0,Rayasandra,3,1708,3.0,2.0,75.0
0,Thanisandra,3,1697,3.0,2.0,115.0
0,Whitefield,4,3537,5.0,3.0,210.0
0,Hosa Road,1,615,1.0,1.0,28.29
2,Banashankari,3,1350,2.0,0.0,83.0
0,Jalahalli,2,1083,2.0,1.0,32.49
0,Gottigere,3,1460,2.0,2.0,65.0
0,Babusapalaya,2,1084,2.0,1.0,58.0
0,Bommasandra,2,1035,2.0,1.0,41.43
0,Vijaya Bank Layout,3,2400,2.0,1.0,150.0
0,Hosur Road,1,460,1.0,1.0,21.0
0,Whitefield,2,1285,2.0,2.0,55.9
1,Sarjapur,3,1200,3.0,2.0,78.0
2,Raghuvanahalli,2,1070,2.0,1.0,35.0
0,Hegde Nagar,3,1801,3.0,2.0,140.0
0,Whitefield,3,1697,3.0,2.0,115.0
0,AECS Layout,2,1199,2.0,2.0,65.0
0,Iblur Village,3,2300,3.0,1.0,220.0
0,Mysore Road,3,1340,2.0,3.0,64.31
0,Marathahalli,4,3800,4.0,3.0,205.0
0,Wilson Garden,2,1125,2.0,1.0,75.0
1,Anandapura,2,1200,2.0,1.0,67.0
2,Subramanyapura,2,1050,2.0,3.0,41.0
2,Nagarbhavi,2,956,2.0,1.0,49.0
0,Sarjapur,2,1000,2.0,2.0,30.0
2,Dooravani Nagar,3,1596,3.0,0.0,95.0
1,Kumbhena Agrahara,6,1200,5.0,1.0,150.0
0,Kanakpura Road,2,1296,2.0,3.0,89.06
2,Challaghatta,3,1639,3.0,3.0,123.0
0,Electronic City Phase II,2,1219,2.0,1.0,61.25
2,Uttarahalli,3,1200,3.0,1.0,50.0
0,Bannerghatta Road,2,1218,2.0,1.0,73.0
0,Nyanappana Halli,2,920,2.0,3.0,37.0
0,Yeshwanthpur,3,2559,3.0,2.0,141.0
0,2nd Phase Judicial Layout,1,525,1.0,1.0,26.0
0,Bannerghatta Road,3,1427,2.0,2.0,48.51
0,Kothannur,3,1270,3.0,2.0,45.0
2,Ramagondanahalli,2,920,2.0,3.0,65.0
2,Dommasandra,4,2700,3.0,2.0,68.0
0,Indira Nagar 3rd Stage,3,1740,3.0,2.0,199.0
0,Lingadheeranahalli,3,1530,2.0,2.0,90.0
3,Gokula Extension,3,1372,2.0,1.0,90.0
0,Nehru Nagar,4,2363,5.0,2.0,120.0
0,Marathahalli,4,3895,4.0,3.0,220.0
0,Jakkur,3,1950,3.0,2.0,131.0
2,Hoysalanagar,2,885,2.0,3.0,40.0
2,Yelahanka,2,600,2.0,2.0,27.0
1,Kumaraswami Layout,5,1270,4.0,1.0,128.0
1,Vijayanagar,2,1380,2.0,0.0,225.0
0,Kanakpura Road,2,1339,2.0,2.0,62.0
0,Whitefield,2,1130,2.0,1.0,36.0
2,Uttarahalli,2,1085,2.0,2.0,43.0
2,Yeshwanthpur,3,1430,3.0,2.0,72.0
0,AGS Layout,3,1490,2.0,1.0,59.6
2,Vishwanatha Nagenahalli,4,1650,4.0,0.0,99.0
0,Bellandur,2,1286,2.0,2.0,57.0
